nomcoor,municipi,lloc,estil,epoca,lat,lon,prot,idprot,imatge
Església de Sant Pere (Terrassa),Terrassa,"Pl. Mossèn Homs, conjunt de les esglésies de Sant Pere","Paleocristià/tardo-romà, preromànic","VI, XIII",41.567101,2.018465,BCIN,1973-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Terrassa,_Església_de_Sant_Pere-PM_27014.jpg/218px-Terrassa,_Església_de_Sant_Pere-PM_27014.jpg"
Església de Santa Maria (Terrassa),Terrassa,"Pl. Mossèn Homs, conjunt de les esglésies de Sant Pere","Paleocristià/tardo-romà, romànic","VI, XI, XII",41.566672,2.018772,BCIN,1974-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Església_de_Santa_Maria_(Terrassa)_-_1.jpg/218px-Església_de_Santa_Maria_(Terrassa)_-_1.jpg
Església de Sant Miquel (Terrassa),Terrassa,"Pl. Mossèn Homs, conjunt de les esglésies de Sant Pere",Paleocristià/tardo-romà,VI,41.566887,2.018636,BCIN,1975-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Terrassa-EsgSantMiquel-0009.jpg/218px-Terrassa-EsgSantMiquel-0009.jpg
Castell cartoixa de Vallparadís (Terrassa),Terrassa,"C. Salmerón, parc de Vallparadís",Gòtic,XII-XIV,41.564648,2.019114,BCIN,215-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Terrassa-CastellCartoixaValparadis-0006.jpg/218px-Terrassa-CastellCartoixaValparadis-0006.jpg
Castell palau de Terrassa,Terrassa,Pl. de la Torre del Palau,,XV-XVI,41.562349,2.010813,BCIN,1622-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/TorrePalau.jpg/218px-TorrePalau.jpg
Parc de Vallparadís (Terrassa),Terrassa,,"Paleocristià/tardo-romà, preromànic",VII,41.565183,2.018534,BCIN,216-CH,"http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/095_Trenet_de_Vallparadís,_sota_el_pont_del_Passeig.jpg/218px-095_Trenet_de_Vallparadís,_sota_el_pont_del_Passeig.jpg"
Castell de Vacarisses (Vacarisses),Vacarisses,"C. Major, 3",,Medieval,41.607663,1.918045,BCIN,1698-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Castell_de_Vacarisses.jpg/218px-Castell_de_Vacarisses.jpg
La Torrota (Vacarisses),Vacarisses,,,XI-XII,41.610035,1.907721,BCIN,1699-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/La_Torrota_(Vacarisses).jpg/218px-La_Torrota_(Vacarisses).jpg
Castell de Toudell (Viladecavalls),Viladecavalls,Polígon Industrial Can Mir,Romànic,Medieval,41.552598,1.969882,BCIN,1759-MH-ZA,
Castell d'Arraona (Sabadell),Sabadell,Promontori entre el riu Tort i el Riu Ripoll,"Assentament militar, castell.",Medieval (400/1492),41.561901,2.114540,BCIN,ZA,
Carrer Gavatxons (Terrassa),Terrassa,"C. Gavatxons, c. Cremat, pl. Vella, pl. de la Font Trobada","Assentament militar, muralla.",Medieval (400/1492),41.562392,2.011054,BCIN,ZA,
Torrota de l'Obac (Terrassa),Terrassa,"Serra de l'Obac, Parc Natural de Sant Llorenç del Munt","Assentament militar, torre.",Medieval (400/1492),41.628719,1.968917,BCIN,ZA,
Castell de Cruïlles (Aiguafreda),Aiguafreda,,Gòtic,XIV,41.780388,2.255832,BCIN,456-MH,
Can Draper (l'Ametlla del Vallès),L'Ametlla del Vallès,A 200 m de l'autovia de l'Ametlla,Renaixement,XVI,41.662019,2.264634,BCIN,469-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Can_Draper_(ametlla_del_valles).JPG/218px-Can_Draper_(ametlla_del_valles).JPG
Castell de Montbui (Bigues i Riells),Bigues i Riells,Turó al capdamunt de la Urbanització del Castell de Montbui,Romànic,Medieval,41.664091,2.176986,BCIN,545-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Bigues_i_Riells._Bigues._Castell_de_Montbui_3.JPG/218px-Bigues_i_Riells._Bigues._Castell_de_Montbui_3.JPG
La Torra (Bigues i Riells),Bigues i Riells,"Camí de la Torre, passat el riu Tenes cap a la urbanització els Manantials",Gòtic,XVI,41.675282,2.204560,BCIN,794-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Bigues-laTorre-5024sh.jpg/218px-Bigues-laTorre-5024sh.jpg
Sant Miquel de Fai (Bigues i Riells),Bigues i Riells,"Riells. Sota els cingles del Bertí, a la capçalera de la Vall del Tenes",Gòtic,XV,41.716090,2.190473,BCIN,795-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/0/02/RI-51-0005209.jpg/218px-RI-51-0005209.jpg
Banys o termes romanes (Caldes de Montbui),Caldes de Montbui,"Pl. de la Font del Lleó, 3",Romà,,41.634485,2.161584,BCIN,94-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Termas_Romanas.jpg/218px-Termas_Romanas.jpg
Muralla i torre de la Presó (Caldes de Montbui),Caldes de Montbui,"C. Major, 103",Obra popular,"XI, XIX",41.635221,2.163085,BCIN,579-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Torre_de_la_Presó,_Caldes_de_Montbui.jpg/218px-Torre_de_la_Presó,_Caldes_de_Montbui.jpg"
La Torre Roja (Caldes de Montbui),Caldes de Montbui,"i [[Sentmenat]]. Ctra. de Caldes a Sentmenat, cim del turó de la Torre Roja.",Romànic,X,41.633088,2.143523,BCIN,580-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/7/79/LaTorreRoja.JPG/218px-LaTorreRoja.JPG
Castell de Cànoves (Cànoves i Samalús),Cànoves i Samalús,,Romànic,XII,41.699210,2.353935,BCIN,616-MH,
Castell de Samalús (Cànoves i Samalús),Cànoves i Samalús,,Historicisme,"XX, XVI",41.691201,2.314038,BCIN,617-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Castell_de_Samalús.JPG/218px-Castell_de_Samalús.JPG
Castell de Castellcir,Castellcir,"Al final del c. de l'Amargura, al camí de la finca de Sant Andreu","Romànic, renaixement","XI, XX",41.774267,2.176937,BCIN,635-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Castellpopa2.JPG/218px-Castellpopa2.JPG
Torrota dels Moros (Castellcir),Castellcir,A la dreta del camí del castell de Castellcir,Romànic,XI,41.769750,2.165579,BCIN,636-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Castellcir._La_Torrassa_dels_Moros_5.JPG/218px-Castellcir._La_Torrassa_dels_Moros_5.JPG
Castell de Marfà (Castellcir),Castellcir,A poca distància de l'església de Sant Pere de Marfà,Obra popular,XVIII,41.779320,2.068926,BCIN,637-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/ID_RI-51-0005248.jpg/218px-ID_RI-51-0005248.jpg
Casa Prat de la Riba (Castellterçol),Castellterçol,"Pl. de Prat de la Riba, 7",Obra popular,XVIII,41.751494,2.119446,BCIN,99-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Castellterçol-casaPratRiba-RI51-5097-7880.jpg/218px-Castellterçol-casaPratRiba-RI51-5097-7880.jpg
Castell de Castellterçol,Castellterçol,,"Romànic, gòtic","XI, XIII, XVI",41.745003,2.120283,BCIN,665-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Castellterçol-castell-RI51-5366-7893_resize.jpg/218px-Castellterçol-castell-RI51-5366-7893_resize.jpg
Castell de Montmany (Figaró-Montmany),Figaró-Montmany,Montmany,Romànic,XI,41.721550,2.250208,BCIN,1089-MH,"http://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Castell_dels_Moros,_Figaró-Montmany.jpg/218px-Castell_dels_Moros,_Figaró-Montmany.jpg"
Torre de Puiggraciós (Figaró-Montmany),Figaró-Montmany,[[Santuari de Puiggraciós]],Obra popular,XIX,41.706085,2.248531,BCIN,1090-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Puiggracios-torreSenyals-0238sh.jpg/218px-Puiggracios-torreSenyals-0238sh.jpg
Església de Santa Maria de Llerona (les Franqueses del Vallès),Les Franqueses del Vallès,Llerona,"Romànic, gòtic",XIII,41.649721,2.300164,BCIN,109-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Llerona-santamaria-6980-01.jpg/218px-Llerona-santamaria-6980-01.jpg
Torre de Seva (les Franqueses del Vallès),Les Franqueses del Vallès,"Cra. de Corró d'Avall BV-5151, km 2,8, Marata",Gòtic-renaixement,XIV,41.646404,2.316303,BCIN,871-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Marata-TorreSeva-0254sh.jpg/218px-Marata-TorreSeva-0254sh.jpg
Torre de Marata (les Franqueses del Vallès),Les Franqueses del Vallès,,Obra popular,Medieval,41.646379,2.323189,BCIN,872-MH,
Rosanes (la Garriga),La Garriga,,Gòtic,XIII,41.663053,2.281510,BCIN,880-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Rosanes,_la_Garriga.jpg/218px-Rosanes,_la_Garriga.jpg"
Casa Barbey (la Garriga),La Garriga,"Passeig, 5",Modernisme<br />[[Joaquim Raspall]],XX,41.683273,2.287064,BCIN,340-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Raspall-garriga-barbey-0324.jpg/218px-Raspall-garriga-barbey-0324.jpg
Torre Iris (la Garriga),La Garriga,"Passeig, 1 - Figueral, 50",Modernisme<br />Joaquim Raspall,XX,41.683636,2.287505,BCIN,1964-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Raspall-garriga-iris-0324.jpg/218px-Raspall-garriga-iris-0324.jpg
Casa Barraquer (la Garriga),La Garriga,Passeig 7 - c. Caselles,Modernisme<br />Joaquim Raspall,XX (1910),41.683177,2.287666,BCIN,1965-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Raspall-garriga-barraquer-0327.jpg/218px-Raspall-garriga-barraquer-0327.jpg
La Bombonera (la Garriga),La Garriga,"Passeig, 3",Modernisme<br />Joaquim Raspall,XX (1910),41.683438,2.287543,BCIN,1963-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Raspall-garriga-bombonera0331.jpg/218px-Raspall-garriga-bombonera0331.jpg
Castell de Granera,Granera,,Romànic,XIII,41.729898,2.057725,BCIN,914-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Castell_de_Granera_-_001.jpg/218px-Castell_de_Granera_-_001.jpg
Torre amb matacà (Granera),Granera,Raval de Baix,Obra popular,XVII-XVIII,41.730769,2.062919,BCIN,915-MH,
Museu de Granollers,Granollers,"C. Anselm Clavé, 40",,XX (1976),41.60704,2.28853,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Museu_de_Granollers.JPG/218px-Museu_de_Granollers.JPG
Restes del recinte emmurallat (Granollers),Granollers,"C. Constància, c. de Sant Cristòfol, corredossos de Sant Cristòfol i Sant Roc",,XVI-XVII,41.608916,2.287918,BCIN,918-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Muralla_Granollers_Carrer_Jaume_Camp_i_Lloreda.JPG/218px-Muralla_Granollers_Carrer_Jaume_Camp_i_Lloreda.JPG
Torre de Pinós (Granollers),Granollers,"Ctra. de Cardedeu, a 300 m",,XIV,41.613991,2.299688,BCIN,916-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Torre_de_Pinós,_Granollers.jpg/218px-Torre_de_Pinós,_Granollers.jpg"
Torre de les Aigües (Granollers),Granollers,"Camí de la Torre de les Aigües, Palou",,XV-XVI,41.588577,2.279849,BCIN,917-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Granollers-TorreAigues-RI51-5496-7921.jpg/218px-Granollers-TorreAigues-RI51-5496-7921.jpg
Porxada (Granollers),Granollers,Pl. Porxada,Renaixement,XVI,41.608131,2.287700,BCIN,3868-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Porxada_granollers.JPG/218px-Porxada_granollers.JPG
Can Coll (Lliçà de Vall),Lliçà de Vall,,Obra popular,XVI,41.584941,2.239993,BCIN,988-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Can_Coll,_Lliçà_de_Vall.jpg/218px-Can_Coll,_Lliçà_de_Vall.jpg"
Castellnou de Llinars (Llinars del Vallès),Llinars del Vallès,Baixada del Castell,Renaixement,XVI,41.640369,2.403377,BCIN,148-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Castell_CastellNou_DSC00670.JPG/218px-Castell_CastellNou_DSC00670.JPG
Castellvell del Far (Llinars del Vallès),Llinars del Vallès,,Obra popular,XI,41.626471,2.407100,BCIN,991-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/LlinarsdelValles-CastellVell-0008.jpg/218px-LlinarsdelValles-CastellVell-0008.jpg
Torrassa del Moro (Llinars del Vallès),Llinars del Vallès,,"Romà, obra popular","Medieval, romà, XIX",41.618802,2.386024,BCIN,992-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Torrassa_del_Moro.JPG/218px-Torrassa_del_Moro.JPG
Castell de Montornès (Montornès del Vallès i Vallromanes),Montornès del Vallès,i [[Vallromanes]],Romànic,XI,41.527584,2.272132,BCIN,1717-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Castell_de_Montornès_-_restes_d'una_torre.jpg/218px-Castell_de_Montornès_-_restes_d'una_torre.jpg
Torre de Cellers (Parets del Vallès),Parets del Vallès,,Gòtic,XIV,41.563255,2.239574,BCIN,1204-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Torre_de_Cellers_-_torre.jpg/218px-Torre_de_Cellers_-_torre.jpg
Torre de Sant Miquel (la Roca del Vallès),La Roca del Vallès,Ctra. BV-1415c de Mataró a Granollers,Obra popular,Medieval,41.582536,2.353428,BCIN,3974-MH,
Escut de Can Messeguer (la Roca del Vallès),La Roca del Vallès,,Obra popular,XVIII-XIX,41.611255,2.348048,BCIN,,
Castell de la Roca (la Roca del Vallès),La Roca del Vallès,Turó del Castell,Gòtic,"Medieval, XX",41.591486,2.328185,BCIN,1376-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/La_Roca_Castell_Catalonia.JPG/218px-La_Roca_Castell_Catalonia.JPG
Castell de Bell-lloc (la Roca del Vallès),La Roca del Vallès,Barri de Bell-lloc,Romànic,,41.625938,2.335325,BCIN,1377-MH,
Casal de Vilalba (la Roca del Vallès),La Roca del Vallès,"Ctra. BV-5105 a Cardedeu, km 4,5",Historicisme,"XII, XIX",41.630708,2.349447,BCIN,1378-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Laroca-castellvilalba-6962-01.jpg/218px-Laroca-castellvilalba-6962-01.jpg
Recinte emmurallat (Sant Celoni),Sant Celoni,,Gòtic,XII,41.691719,2.493155,BCIN,1445-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Torre_de_la_Força.JPG/218px-Torre_de_la_Força.JPG
Castell de Montclús (Sant Esteve de Palautordera),Sant Esteve de Palautordera,,Romànic,"XI, XIV",41.722626,2.432391,BCIN,1450-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Castell_de_Montclús.JPG/218px-Castell_de_Montclús.JPG
Casa de Palau (Sant Esteve de Palautordera),Sant Esteve de Palautordera,,"Romànic, obra popular","XII, XVIII, XX Inici",41.721989,2.415121,BCIN,1451-MH,
Casal del Villar (Sant Feliu de Codines),Sant Feliu de Codines,,"Gòtic-Renaixement, romànic",XII,41.681579,2.169918,BCIN,1457-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/ID_RI-51-0005638.jpg/218px-ID_RI-51-0005638.jpg
La Força (Sant Pere de Vilamajor),Sant Pere de Vilamajor,,Romànic,XI,41.684045,2.388200,BCIN,1530-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Dispeses_130.jpg/218px-Dispeses_130.jpg
Molins de Llobateres (Sant Quirze Safaja),Sant Quirze Safaja,"Ctra C-1413, km 2,8, a 800 m",Obra popular,"XIII, XVI, XVIII",41.716282,2.171379,BCIN,3961-MH,"http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Molí_de_Llobateres,_St._Quirze_Safaja.jpg/218px-Molí_de_Llobateres,_St._Quirze_Safaja.jpg"
El Clascar de Bertí (Sant Quirze Safaja),Sant Quirze Safaja,[[Bertí]],"Gòtic, historicisme",XX,41.715077,2.228567,BCIN,1537-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/PuigDescalç-Clascar_9549.jpg/218px-PuigDescalç-Clascar_9549.jpg
Castell de Castellruf (Santa Maria de Martorelles),Santa Maria de Martorelles,,Romànic,XI,41.514733,2.266325,BCIN,1029-MH,
Torre-campanar (Santa Maria de Palautordera),Santa Maria de Palautordera,,Romànic,"XIII, XVI",41.692682,2.444670,BCIN,1421-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Chiesa_di_Palau.JPG/218px-Chiesa_di_Palau.JPG
Vallfornés (Tagamanent),Tagamanent,Sobre el pantà de Vallforners,Obra popular,XVII,41.738940,2.331196,BCIN,1589-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Vallfornès.JPG/218px-Vallfornès.JPG
Castell de Tagamanent,Tagamanent,,Obra popular,"XVII, XVIII",41.747482,2.295603,BCIN,1587-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Restes_castell_Tagamanent_IMG_1008.JPG/218px-Restes_castell_Tagamanent_IMG_1008.JPG
La Pedralba (Tagamanent),Tagamanent,,,XV-XVIII,41.743119,2.267992,BCIN,1588-MH,
Vil·la romana de Can Terrers (la Garriga),La Garriga,Can Terrers,"Lloc d'habitació amb estructures conservades, vil·la.",Des de Romà República a Romà Baix Imperi (-100/476). Medieval (400/1492),41.670403,2.288203,BCIN,ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Vil·la_romana_Can_Terrers.JPG/218px-Vil·la_romana_Can_Terrers.JPG
Menhir del Pla de les Pruneres (Mollet del Vallès),Mollet del Vallès,"Pla de les Pruneres, actualment al parc de Can Mula","Lloc d'enterrament, complements, menhir. Lloc amb representació gràfica sobre pedra, gravat.",Des de Paleolític a Bronze (-3000000/-650),41.537136,2.210269,BCIN,ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/MenhirMolletParcCanMula.JPG/218px-MenhirMolletParcCanMula.JPG
Jaciment de Can Tacó (Montmeló i Montornès del Vallès),Montmeló,i Montornès del Vallès,"Assentament militar, altres.",Des de Ferro-Ibèric Final a Romà August (-200/14),41.549966,2.257438,BCIN,ZA,
Estela de la Calma (Montseny),Montseny,"Pla de la Calma, la Sitja del Llop","Lloc amb representació gràfica sobre pedra, gravat. Lloc d'enterrament, complements, estela.",Des de Neolític Final a Bronze Antic (-2500/-1500),41.760616,2.337123,BCIN,ZA,
Pedra de les Creus (la Roca del Vallès),La Roca del Vallès,"Camí de Céllecs, bosc de Can Gol","Lloc amb representació gràfica sobre pedra, gravat.",Des de Calcolític a Bronze (-2200/-650),41.567715,2.323358,BCIN,2011-ZA,
Pedra de les Orenetes (la Roca del Vallès),La Roca del Vallès,Camí de Céllecs,"Lloc amb representació gràfica sobre pedra, pintura.",Calcolític (-2200/-1800),41.566718,2.324458,PH<br />BCIN,2010-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Pedradelesorenetes.JPG/218px-Pedradelesorenetes.JPG
Castell d'Erillcastell (el Pont de Suert),El Pont de Suert,Erillcastell,Obra popular,Medieval,42.424225,0.801737,BCIN,1285-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/11/El_Pont_de_Suert._Malpàs._Erillcastell_37.JPG/218px-El_Pont_de_Suert._Malpàs._Erillcastell_37.JPG
Castelló de Tor (el Pont de Suert),El Pont de Suert,Castilló de Tor,Romànic,,42.434073,0.741752,BCIN,1286-MH-ZA,
Castell de Viu de Llevata (el Pont de Suert),El Pont de Suert,Viu de Llevata,Romànic,,42.369182,0.815348,BCIN,1287-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Castell_de_Viu_de_Llevata.jpg/218px-Castell_de_Viu_de_Llevata.jpg
Església de Santa Maria de les Neus d'Irgo (el Pont de Suert),El Pont de Suert,Pl. Major. Irgo de Tor,Obra popular,XVIII,42.444761,0.772325,BCIN,1899-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Església_d'Irgo.jpg/218px-Església_d'Irgo.jpg
Ermita de Sant Salvador d'Irgo (el Pont de Suert),El Pont de Suert,Irgo de Tor,Obra popular,XVIII,42.437617,0.769134,BCIN,1901-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Sant_Salvador_d'Irgo_4.JPG/218px-Sant_Salvador_d'Irgo_4.JPG
Església de Sant Climent d'Iran (el Pont de Suert),El Pont de Suert,Iran,Romànic,XI,42.4592694,0.7802806,BCIN,1900-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Campanar_de_Sant_Climent_d'Iran.jpg/218px-Campanar_de_Sant_Climent_d'Iran.jpg
Església de Santa Maria de Viu de Llevata (el Pont de Suert),El Pont de Suert,Viu de Llevata,Romànic,XII,42.369462,0.812408,BCIN,381-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Esglesia_viu1.JPG/218px-Esglesia_viu1.JPG
Església de Sant Climent de Taüll (la Vall de Boí),La Vall de Boí,Taüll,Romànic,XI-XII,42.517481,0.848661,PH<br />BCIN,76-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Església_de_Sant_Climent_de_Taüll_(La_Vall_de_Boí)_-_1.jpg/218px-Església_de_Sant_Climent_de_Taüll_(La_Vall_de_Boí)_-_1.jpg
Església de Santa Maria de Taüll (la Vall de Boí),La Vall de Boí,"Pl. de l'Església, Taüll",Romànic,XI-XII,42.520235,0.847179,PH<br />BCIN,77-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Santa_Maria_de_Taüll.jpg/218px-Santa_Maria_de_Taüll.jpg
Església de Sant Joan de Boí (la Vall de Boí),La Vall de Boí,Boí,Romànic,XI,42.522402,0.833605,PH<br />BCIN,63-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Església_de_Sant_Joan_de_Boí_(La_Vall_de_Boí)_-_1.jpg/218px-Església_de_Sant_Joan_de_Boí_(La_Vall_de_Boí)_-_1.jpg
Església de Santa Eulàlia d'Erill la Vall (la Vall de Boí),La Vall de Boí,Erill la vall,Romànic,XI-XII,42.524816,0.825531,PH<br />BCIN,64-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/3/32/RI-51-0001299_2009-3.jpg/218px-RI-51-0001299_2009-3.jpg
Fortificació de Boí (la Vall de Boí),La Vall de Boí,Boí,,Medieval,42.5220194,0.8330333,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Portal_fortificat_de_Boí..jpg/218px-Portal_fortificat_de_Boí..jpg
Torre del Pubill (la Vall de Boí),La Vall de Boí,Barruera,Romànic,XII,42.505739,0.801492,BCIN,515-MH,
Església de Santa Maria de Cardet (la Vall de Boí),La Vall de Boí,Cardet,"Romànic, obra popular","XI-XII, XV",42.497883,0.786051,PH<br />BCIN,1888-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Vall_de_Boí._Cardet._Santa_Maria_15.JPG/218px-Vall_de_Boí._Cardet._Santa_Maria_15.JPG
Església de Sant Feliu de Barruera (la Vall de Boí),La Vall de Boí,"Camí de l'Església, Barruera","Romànic, gòtic","XI-XII, XV",42.504061,0.802488,PH<br />BCIN,1887-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Església_de_Sant_Feliu_de_Barruera.jpg/218px-Església_de_Sant_Feliu_de_Barruera.jpg
Capella de Sant Quirc de Durro (la Vall de Boí),La Vall de Boí,Durro,Romànic,"XII, XVII-XVIII",42.495224,0.811742,PH<br />BCIN,1890-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Sant_Quirc_de_Durro2.jpg/218px-Sant_Quirc_de_Durro2.jpg
Església de l'Assumpció de Cóll (la Vall de Boí),La Vall de Boí,Cóll,"Romànic, gòtic","XII, XIV-XV",42.472103,0.772646,PH<br />BCIN,1889-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Santa_Maria_de_Cóll.jpg/218px-Santa_Maria_de_Cóll.jpg
Capella de Sant Quirc de Taüll (la Vall de Boí),La Vall de Boí,Taüll,Romànic,XII-XIII,42.513588,0.852811,BCIN,1891-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Romànic_català.jpg/218px-Romànic_català.jpg
Església de la Nativitat de la Mare de Déu de Durro (la Vall de Boí),La Vall de Boí,"C. de l'Església, c. Sarahis. Durro",Romànic,XII,42.498178,0.820745,PH<br />BCIN,300-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/RI-51-0007216_2009-1.jpg/218px-RI-51-0007216_2009-1.jpg
Nucli urbà de Cardet (la Vall de Boí),La Vall de Boí,Cardet,"Romànic, obra popular",Medieval-XXI,42.498,0.78548,BCIN,CH,http://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Cardet_(Vall_de_Boí).jpg/218px-Cardet_(Vall_de_Boí).jpg
Nucli urbà de Durro (la Vall de Boí),La Vall de Boí,Durro,"Romànic, obra popular",Medieval-XXI,42.49827,0.82157,BCIN,CH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Durro_-_La_Nativitat.jpg/218px-Durro_-_La_Nativitat.jpg
Casc urbà de Boí (la Vall de Boí),La Vall de Boí,Boí,"Romànic, obra popular",Medieval-XXI,42.52219,0.83345,BCIN,CH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/E08_Boí_des_del_campanar_de_Sant_Joan.jpg/218px-E08_Boí_des_del_campanar_de_Sant_Joan.jpg
Casc urbà de Cóll (la Vall de Boí),La Vall de Boí,Cóll,Romànic,Medieval-XXI,42.47271,0.77115,BCIN,CH,"http://upload.wikimedia.org/wikipedia/commons/thumb/3/31/E05_Cóll_des_de_Santa_Maria,_detall.jpg/218px-E05_Cóll_des_de_Santa_Maria,_detall.jpg"
Nucli urbà de Barruera (la Vall de Boí),La Vall de Boí,Barruera,"Romànic, Obra popular",Medieval-XXI,42.50508,0.80074,BCIN,CH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/E15_Teulades_amb_l'obac_de_Barruera_al_fons.jpg/218px-E15_Teulades_amb_l'obac_de_Barruera_al_fons.jpg
Nucli urbà d'Erill la Vall (la Vall de Boí),La Vall de Boí,Erill la Vall,"Romànic, obra popular",Medieval-XXI,42.52561,0.82519,BCIN,CH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Vall_de_Boí._Erill_la_Vall_2.JPG/218px-Vall_de_Boí._Erill_la_Vall_2.JPG
Part de la Vall de Boí i de la Noguera de Tor (la Vall de Boí),La Vall de Boí,"(Barruera, Boí, Erill la Vall, Cardet, Taüll, Cóll, Durro, Caldes de Boí, Saraís)<br />i [[el Pont de Suert]] (Irgo i Iran)",,,42.522123,0.83406,BCIN,LH,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Rionogueradetor.JPG/218px-Rionogueradetor.JPG
